comuna_nom;region;election;mujer;party;votop;comuna_dom;year;n
"Iquique";1;2012;0;"IND";.52;"IQUIQUE";2012;1
"Isla de Maipo";13;2004;0;"PDC";.58;"ISLA DE MAIPO";2006;1
"Isla de Maipo";13;2004;0;"PDC";.58;"ISLA DE MAIPO";2005;2
"Isla de Maipo";13;2004;0;"PDC";.58;"ISLA DE MAIPO";2007;3
"Isla de Maipo";13;2004;0;"PDC";.58;"ISLA DE MAIPO";2008;4
"Isla de Maipo";13;2008;0;"DC";.5;"ISLA DE MAIPO";2009;1
"Isla de Maipo";13;2008;0;"DC";.5;"ISLA DE MAIPO";2010;2
"Isla de Maipo";13;2008;0;"DC";.5;"ISLA DE MAIPO";2011;3
"Isla de Maipo";13;2012;0;"DC";.51;"ISLA DE MAIPO";2012;1
"Isla de Pascua";5;2004;0;"PDC";.59;"ISLA DE PASCUA";2006;1
"Isla de Pascua";5;2004;0;"PDC";.59;"ISLA DE PASCUA";2007;2
"Isla de Pascua";5;2004;0;"PDC";.59;"ISLA DE PASCUA";2005;3
"Isla de Pascua";5;2004;0;"PDC";.59;"ISLA DE PASCUA";2008;4
"Isla de Pascua";5;2008;1;"DC";.47;"ISLA DE PASCUA";2009;1
"Isla de Pascua";5;2008;1;"DC";.47;"ISLA DE PASCUA";2010;2
"Isla de Pascua";5;2008;1;"DC";.47;"ISLA DE PASCUA";2011;3
"Isla de Pascua";5;2012;0;"PRO";.43;"ISLA DE PASCUA";2012;1
"Juan Fernández";5;2004;0;"RN";.54;"JUAN FERNANDEZ";2007;1
"Juan Fernández";5;2004;0;"RN";.54;"JUAN FERNANDEZ";2008;2
"Juan Fernández";5;2004;0;"RN";.54;"JUAN FERNANDEZ";2006;3
"Juan Fernández";5;2004;0;"RN";.54;"JUAN FERNANDEZ";2005;4
"Juan Fernández";5;2008;0;"RN";.57;"JUAN FERNANDEZ";2009;1
"Juan Fernández";5;2008;0;"RN";.57;"JUAN FERNANDEZ";2010;2
"Juan Fernández";5;2008;0;"RN";.57;"JUAN FERNANDEZ";2011;3
"Juan Fernández";5;2012;0;"IND";.53;"JUAN FERNANDEZ";2012;1
"La Cisterna";13;2004;0;"PPD";.48;"LA CISTERNA";2007;1
"La Cisterna";13;2004;0;"PPD";.48;"LA CISTERNA";2008;2
"La Cisterna";13;2004;0;"PPD";.48;"LA CISTERNA";2005;3
"La Cisterna";13;2004;0;"PPD";.48;"LA CISTERNA";2006;4
"La Cisterna";13;2008;0;"PPD";.59;"LA CISTERNA";2009;1
"La Cisterna";13;2008;0;"PPD";.59;"LA CISTERNA";2010;2
"La Cisterna";13;2008;0;"PPD";.59;"LA CISTERNA";2011;3
"La Cisterna";13;2012;0;"PPD";.59;"LA CISTERNA";2012;1
"La Cruz";5;2004;1;"UDI";.57;"LA CRUZ";2006;1
"La Cruz";5;2004;1;"UDI";.57;"LA CRUZ";2007;2
"La Cruz";5;2004;1;"UDI";.57;"LA CRUZ";2005;3
"La Cruz";5;2004;1;"UDI";.57;"LA CRUZ";2008;4
"La Cruz";5;2008;1;"UDI";.58;"LA CRUZ";2009;1
"La Cruz";5;2008;1;"UDI";.58;"LA CRUZ";2010;2
"La Cruz";5;2008;1;"UDI";.58;"LA CRUZ";2011;3
"La Cruz";5;2012;1;"UDI";.53;"LA CRUZ";2012;1
"La Estrella";6;2004;0;"UDI";.45;"LA ESTRELLA";2006;1
"La Estrella";6;2004;0;"UDI";.45;"LA ESTRELLA";2007;2
"La Estrella";6;2004;0;"UDI";.45;"LA ESTRELLA";2005;3
"La Estrella";6;2004;0;"UDI";.45;"LA ESTRELLA";2008;4
"La Estrella";6;2008;0;"IND";.5;"LA ESTRELLA";2009;1
"La Estrella";6;2008;0;"IND";.5;"LA ESTRELLA";2010;2
"La Estrella";6;2008;0;"IND";.5;"LA ESTRELLA";2011;3
"La Estrella";6;2012;0;"IND";.54;"LA ESTRELLA";2012;1
"La Florida";13;2004;0;"UDI";.48;"LA FLORIDA";2007;1
"La Florida";13;2004;0;"UDI";.48;"LA FLORIDA";2006;2
"La Florida";13;2004;0;"UDI";.48;"LA FLORIDA";2005;3
"La Florida";13;2004;0;"UDI";.48;"LA FLORIDA";2008;4
"La Florida";13;2008;0;"PS";.53;"LA FLORIDA";2009;1
"La Florida";13;2008;0;"PS";.53;"LA FLORIDA";2010;2
"La Florida";13;2008;0;"PS";.53;"LA FLORIDA";2011;3
"La Florida";13;2012;0;"UDI";.47;"LA FLORIDA";2012;1
"La Granja";13;2004;0;"PDC";.66;"LA GRANJA";2005;1
"La Granja";13;2004;0;"PDC";.66;"LA GRANJA";2007;2
"La Granja";13;2004;0;"PDC";.66;"LA GRANJA";2008;3
"La Granja";13;2004;0;"PDC";.66;"LA GRANJA";2006;4
"La Granja";13;2008;0;"DC";.67;"LA GRANJA";2009;1
"La Granja";13;2008;0;"DC";.67;"LA GRANJA";2010;2
"La Granja";13;2008;0;"DC";.67;"LA GRANJA";2011;3
"La Granja";13;2012;0;"DC";.75;"LA GRANJA";2012;1
"La Higuera";4;2004;0;"PS";.55;"LA HIGUERA";2006;1
"La Higuera";4;2004;0;"PS";.55;"LA HIGUERA";2005;2
"La Higuera";4;2004;0;"PS";.55;"LA HIGUERA";2008;3
"La Higuera";4;2004;0;"PS";.55;"LA HIGUERA";2007;4
"La Higuera";4;2008;1;"PS";.42;"LA HIGUERA";2009;1
"La Higuera";4;2008;1;"PS";.42;"LA HIGUERA";2010;2
"La Higuera";4;2008;1;"PS";.42;"LA HIGUERA";2011;3
"La Higuera";4;2012;0;"UDI";.34;"LA HIGUERA";2012;1
"La Ligua";5;2004;0;"PC";.46;"LA LIGUA";2007;1
"La Ligua";5;2004;0;"PC";.46;"LA LIGUA";2006;2
"La Ligua";5;2004;0;"PC";.46;"LA LIGUA";2008;3
"La Ligua";5;2004;0;"PC";.46;"LA LIGUA";2005;4
"La Ligua";5;2008;0;"PCCh";.42;"LA LIGUA";2009;1
"La Ligua";5;2008;0;"PCCh";.42;"LA LIGUA";2010;2
"La Ligua";5;2008;0;"PCCh";.42;"LA LIGUA";2011;3
"La Ligua";5;2012;0;"PCCH";.52;"LA LIGUA";2012;1
"La Pintana";13;2004;0;"PPD";.6;"LA PINTANA";2005;1
"La Pintana";13;2004;0;"PPD";.6;"LA PINTANA";2008;2
"La Pintana";13;2004;0;"PPD";.6;"LA PINTANA";2006;3
"La Pintana";13;2004;0;"PPD";.6;"LA PINTANA";2007;4
"La Pintana";13;2008;0;"PPD";.66;"LA PINTANA";2009;1
"La Pintana";13;2008;0;"PPD";.66;"LA PINTANA";2010;2
"La Pintana";13;2008;0;"PPD";.66;"LA PINTANA";2011;3
"La Pintana";13;2012;0;"PPD";.55;"LA PINTANA";2012;1
"La Reina";13;2004;0;"IND";.55;"LA REINA";2008;1
"La Reina";13;2004;0;"IND";.55;"LA REINA";2006;2
"La Reina";13;2004;0;"IND";.55;"LA REINA";2005;3
"La Reina";13;2004;0;"IND";.55;"LA REINA";2007;4
"La Reina";13;2008;0;"RN";.52;"LA REINA";2009;1
"La Reina";13;2008;0;"RN";.52;"LA REINA";2010;2
"La Reina";13;2008;0;"RN";.52;"LA REINA";2011;3
"La Reina";13;2012;0;"DC";.34;"LA REINA";2012;1
"La Serena";4;2004;0;"PS";.59;"LA SERENA";2007;1
"La Serena";4;2004;0;"PS";.59;"LA SERENA";2006;2
"La Serena";4;2004;0;"PS";.59;"LA SERENA";2005;3
"La Serena";4;2004;0;"PS";.59;"LA SERENA";2008;4
"La Serena";4;2008;0;"PS";.46;"LA SERENA";2009;1
"La Serena";4;2008;0;"PS";.46;"LA SERENA";2010;2
"La Serena";4;2008;0;"PS";.46;"LA SERENA";2011;3
"La Serena";4;2012;0;"PRSD";.68;"LA SERENA";2012;1
"La Unión";10;2004;1;"IND";.45;"LA UNION";2005;1
"La Unión";10;2004;1;"IND";.45;"LA UNION";2007;2
"La Unión";10;2004;1;"IND";.45;"LA UNION";2006;3
"La Unión";10;2004;1;"IND";.45;"LA UNION";2008;4
"La Unión";10;2008;1;"IND";.49;"LA UNION";2009;1
"La Unión";10;2008;1;"IND";.49;"LA UNION";2010;2
"La Unión";10;2008;1;"IND";.49;"LA UNION";2011;3
"La Unión";10;2012;1;"PPD";.54;"LA UNION";2012;1
"Lago Ranco";10;2004;0;"PDC";.63;"LAGO RANCO";2006;1
"Lago Ranco";10;2004;0;"PDC";.63;"LAGO RANCO";2005;2
"Lago Ranco";10;2004;0;"PDC";.63;"LAGO RANCO";2008;3
"Lago Ranco";10;2004;0;"PDC";.63;"LAGO RANCO";2007;4
"Lago Ranco";10;2008;0;"DC";.47;"LAGO RANCO";2009;1
"Lago Ranco";10;2008;0;"DC";.47;"LAGO RANCO";2010;2
"Lago Ranco";10;2008;0;"DC";.47;"LAGO RANCO";2011;3
"Lago Ranco";10;2012;0;"DC";.52;"LAGO RANCO";2012;1
"Lago Verde";11;2004;0;"PS";.37;"LAGO VERDE";2005;1
"Lago Verde";11;2004;0;"PS";.37;"LAGO VERDE";2006;2
"Lago Verde";11;2004;0;"PS";.37;"LAGO VERDE";2007;3
"Lago Verde";11;2004;0;"PS";.37;"LAGO VERDE";2008;4
"Lago Verde";11;2008;0;"PS";.37;"LAGO VERDE";2009;1
"Lago Verde";11;2008;0;"PS";.37;"LAGO VERDE";2010;2
"Lago Verde";11;2008;0;"PS";.37;"LAGO VERDE";2011;3
"Lago Verde";11;2012;0;"UDI";.49;"LAGO VERDE";2012;1
"Laguna Blanca";12;2004;0;"UDI";1;"LAGUNA BLANCA";2005;1
"Laguna Blanca";12;2004;0;"UDI";1;"LAGUNA BLANCA";2008;2
"Laguna Blanca";12;2004;0;"UDI";1;"LAGUNA BLANCA";2006;3
"Laguna Blanca";12;2004;0;"UDI";1;"LAGUNA BLANCA";2007;4
"Laguna Blanca";12;2008;0;"UDI";.54;"LAGUNA BLANCA";2009;1
"Laguna Blanca";12;2008;0;"UDI";.54;"LAGUNA BLANCA";2010;2
"Laguna Blanca";12;2008;0;"UDI";.54;"LAGUNA BLANCA";2011;3
"Laguna Blanca";12;2012;0;"UDI";.78;"LAGUNA BLANCA";2012;1
"Laja";8;2004;0;"PS";.57;"LAJA";2005;1
"Laja";8;2004;0;"PS";.57;"LAJA";2006;2
"Laja";8;2004;0;"PS";.57;"LAJA";2007;3
"Laja";8;2004;0;"PS";.57;"LAJA";2008;4
"Laja";8;2008;0;"IND";.57;"LAJA";2009;1
"Laja";8;2008;0;"IND";.57;"LAJA";2010;2
"Laja";8;2008;0;"IND";.57;"LAJA";2011;3
"Laja";8;2012;0;"PS";.52;"LAJA";2012;1
"Lampa";13;2004;0;"PDC";.47;"LAMPA";2005;1
"Lampa";13;2004;0;"PDC";.47;"LAMPA";2006;2
"Lampa";13;2004;0;"PDC";.47;"LAMPA";2007;3
"Lampa";13;2004;0;"PDC";.47;"LAMPA";2008;4
"Lampa";13;2008;1;"RN";.46;"LAMPA";2009;1
"Lampa";13;2008;1;"RN";.46;"LAMPA";2010;2
"Lampa";13;2008;1;"RN";.46;"LAMPA";2011;3
"Lampa";13;2012;1;"RN";.46;"LAMPA";2012;1
"Lanco";10;2004;0;"PS";.41;"LANCO";2006;1
"Lanco";10;2004;0;"PS";.41;"LANCO";2007;2
"Lanco";10;2004;0;"PS";.41;"LANCO";2008;3
"Lanco";10;2004;0;"PS";.41;"LANCO";2005;4
"Lanco";10;2008;0;"PS";.49;"LANCO";2009;1
"Lanco";10;2008;0;"PS";.49;"LANCO";2010;2
"Lanco";10;2008;0;"PS";.49;"LANCO";2011;3
"Lanco";10;2012;0;"RN";.61;"LANCO";2012;1
"Las Cabras";6;2004;0;"IND";.37;"LAS CABRAS";2007;1
"Las Cabras";6;2004;0;"IND";.37;"LAS CABRAS";2006;2
"Las Cabras";6;2004;0;"IND";.37;"LAS CABRAS";2008;3
"Las Cabras";6;2004;0;"IND";.37;"LAS CABRAS";2005;4
"Las Cabras";6;2008;0;"IND";.47;"LAS CABRAS";2009;1
"Las Cabras";6;2008;0;"IND";.47;"LAS CABRAS";2010;2
"Las Cabras";6;2008;0;"IND";.47;"LAS CABRAS";2011;3
"Las Cabras";6;2012;0;"UDI";.35;"LAS CABRAS";2012;1
"Las Condes";13;2004;0;"UDI";.72;"LAS CONDES";2007;1
"Las Condes";13;2004;0;"UDI";.72;"LAS CONDES";2005;2
"Las Condes";13;2004;0;"UDI";.72;"LAS CONDES";2006;3
"Las Condes";13;2004;0;"UDI";.72;"LAS CONDES";2008;4
"Las Condes";13;2008;0;"UDI";.76;"LAS CONDES";2009;1
"Las Condes";13;2008;0;"UDI";.76;"LAS CONDES";2010;2
"Las Condes";13;2008;0;"UDI";.76;"LAS CONDES";2011;3
"Las Condes";13;2012;0;"UDI";.74;"LAS CONDES";2012;1
"Lautaro";9;2004;0;"PDC";.54;"LAUTARO";2006;1
"Lautaro";9;2004;0;"PDC";.54;"LAUTARO";2005;2
"Lautaro";9;2004;0;"PDC";.54;"LAUTARO";2008;3
"Lautaro";9;2004;0;"PDC";.54;"LAUTARO";2007;4
"Lautaro";9;2008;0;"DC";.57;"LAUTARO";2009;1
"Lautaro";9;2008;0;"DC";.57;"LAUTARO";2010;2
"Lautaro";9;2008;0;"DC";.57;"LAUTARO";2011;3
"Lautaro";9;2012;0;"PPD";.52;"LAUTARO";2012;1
"Lebu";8;2004;0;"PS";.45;"LEBU";2006;1
"Lebu";8;2004;0;"PS";.45;"LEBU";2005;2
"Lebu";8;2004;0;"PS";.45;"LEBU";2007;3
"Lebu";8;2004;0;"PS";.45;"LEBU";2008;4
"Lebu";8;2008;0;"PS";.47;"LEBU";2009;1
"Lebu";8;2008;0;"PS";.47;"LEBU";2010;2
"Lebu";8;2008;0;"PS";.47;"LEBU";2011;3
"Lebu";8;2012;0;"IND";.61;"LEBU";2012;1
"Licantén";7;2004;0;"PS";.39;"LICANTEN";2006;1
"Licantén";7;2004;0;"PS";.39;"LICANTEN";2008;2
"Licantén";7;2004;0;"PS";.39;"LICANTEN";2005;3
"Licantén";7;2004;0;"PS";.39;"LICANTEN";2007;4
"Licantén";7;2008;0;"UDI";.54;"LICANTEN";2009;1
"Licantén";7;2008;0;"UDI";.54;"LICANTEN";2010;2
"Licantén";7;2008;0;"UDI";.54;"LICANTEN";2011;3
"Licantén";7;2012;0;"IND";.41;"LICANTEN";2012;1
"Limache";5;2004;0;"IND";.54;"LIMACHE";2008;1
"Limache";5;2004;0;"IND";.54;"LIMACHE";2006;2
"Limache";5;2004;0;"IND";.54;"LIMACHE";2005;3
"Limache";5;2004;0;"IND";.54;"LIMACHE";2007;4
"Limache";5;2008;0;"IND";.61;"LIMACHE";2009;1
"Limache";5;2008;0;"IND";.61;"LIMACHE";2010;2
"Limache";5;2008;0;"IND";.61;"LIMACHE";2011;3
"Limache";5;2012;0;"IND";.64;"LIMACHE";2012;1
"Linares";7;2004;0;"PS";.47;"LINARES";2006;1
"Linares";7;2004;0;"PS";.47;"LINARES";2005;2
"Linares";7;2004;0;"PS";.47;"LINARES";2008;3
"Linares";7;2004;0;"PS";.47;"LINARES";2007;4
"Linares";7;2008;0;"UDI";.54;"LINARES";2009;1
"Linares";7;2008;0;"UDI";.54;"LINARES";2010;2
"Linares";7;2008;0;"UDI";.54;"LINARES";2011;3
"Linares";7;2012;0;"UDI";.5;"LINARES";2012;1
"Litueche";6;2004;0;"PDC";.45;"LITUECHE";2007;1
"Litueche";6;2004;0;"PDC";.45;"LITUECHE";2008;2
"Litueche";6;2004;0;"PDC";.45;"LITUECHE";2005;3
"Litueche";6;2004;0;"PDC";.45;"LITUECHE";2006;4
"Litueche";6;2008;0;"IND";.45;"LITUECHE";2009;1
"Litueche";6;2008;0;"IND";.45;"LITUECHE";2010;2
"Litueche";6;2008;0;"IND";.45;"LITUECHE";2011;3
"Litueche";6;2012;0;"UDI";.51;"LITUECHE";2012;1
"Llanquihue";10;2004;0;"IND";.64;"LLANQUIHUE";2008;1
"Llanquihue";10;2004;0;"IND";.64;"LLANQUIHUE";2007;2
"Llanquihue";10;2004;0;"IND";.64;"LLANQUIHUE";2005;3
"Llanquihue";10;2004;0;"IND";.64;"LLANQUIHUE";2006;4
"Llanquihue";10;2008;0;"IND";.45;"LLANQUIHUE";2009;1
"Llanquihue";10;2008;0;"IND";.45;"LLANQUIHUE";2010;2
"Llanquihue";10;2008;0;"IND";.45;"LLANQUIHUE";2011;3
"Llanquihue";10;2012;0;"PS";.54;"LLANQUIHUE";2012;1
"Llay  Llay";5;2004;0;"PDC";.61;"LLAY  LLAY";2006;1
"Llay  Llay";5;2004;0;"PDC";.61;"LLAY  LLAY";2008;2
"Llay  Llay";5;2004;0;"PDC";.61;"LLAY  LLAY";2005;3
"Llay  Llay";5;2004;0;"PDC";.61;"LLAY  LLAY";2007;4
"Llay  Llay";5;2008;0;"DC";.6;"LLAY  LLAY";2009;1
"Llay  Llay";5;2008;0;"DC";.6;"LLAY  LLAY";2010;2
"Llay  Llay";5;2008;0;"DC";.6;"LLAY  LLAY";2011;3
"Llay  Llay";5;2012;0;"DC";.58;"LLAY  LLAY";2012;1
"Lo Barnechea";13;2004;1;"RN";.66;"LO BARNECHEA";2006;1
"Lo Barnechea";13;2004;1;"RN";.66;"LO BARNECHEA";2008;2
"Lo Barnechea";13;2004;1;"RN";.66;"LO BARNECHEA";2007;3
"Lo Barnechea";13;2004;1;"RN";.66;"LO BARNECHEA";2005;4
"Lo Barnechea";13;2008;0;"RN";.79;"LO BARNECHEA";2009;1
"Lo Barnechea";13;2008;0;"RN";.79;"LO BARNECHEA";2010;2
"Lo Barnechea";13;2008;0;"RN";.79;"LO BARNECHEA";2011;3
"Lo Barnechea";13;2012;0;"RN";.75;"LO BARNECHEA";2012;1
"Lo Espejo";13;2004;0;"PDC";.42;"LO ESPEJO";2005;1
"Lo Espejo";13;2004;0;"PDC";.42;"LO ESPEJO";2008;2
"Lo Espejo";13;2004;0;"PDC";.42;"LO ESPEJO";2007;3
"Lo Espejo";13;2004;0;"PDC";.42;"LO ESPEJO";2006;4
"Lo Espejo";13;2008;0;"DC";.42;"LO ESPEJO";2009;1
"Lo Espejo";13;2008;0;"DC";.42;"LO ESPEJO";2010;2
"Lo Espejo";13;2008;0;"DC";.42;"LO ESPEJO";2011;3
"Lo Espejo";13;2012;0;"PPD";.52;"LO ESPEJO";2012;1
"Lo Prado";13;2004;0;"PPD";.48;"LO PRADO";2008;1
"Lo Prado";13;2004;0;"PPD";.48;"LO PRADO";2005;2
"Lo Prado";13;2004;0;"PPD";.48;"LO PRADO";2007;3
"Lo Prado";13;2004;0;"PPD";.48;"LO PRADO";2006;4
"Lo Prado";13;2008;0;"PPD";.61;"LO PRADO";2009;1
"Lo Prado";13;2008;0;"PPD";.61;"LO PRADO";2010;2
"Lo Prado";13;2008;0;"PPD";.61;"LO PRADO";2011;3
"Lo Prado";13;2012;0;"PPD";.66;"LO PRADO";2012;1
"Lolol";6;2004;0;"PS";.65;"LOLOL";2006;1
"Lolol";6;2004;0;"PS";.65;"LOLOL";2007;2
"Lolol";6;2004;0;"PS";.65;"LOLOL";2005;3
"Lolol";6;2004;0;"PS";.65;"LOLOL";2008;4
"Lolol";6;2008;0;"IND";.56;"LOLOL";2009;1
"Lolol";6;2008;0;"IND";.56;"LOLOL";2010;2
"Lolol";6;2008;0;"IND";.56;"LOLOL";2011;3
"Lolol";6;2012;0;"IND";.66;"LOLOL";2012;1
"Loncoche";9;2004;0;"RN";.51;"LONCOCHE";2006;1
"Loncoche";9;2004;0;"RN";.51;"LONCOCHE";2005;2
"Loncoche";9;2004;0;"RN";.51;"LONCOCHE";2007;3
"Loncoche";9;2004;0;"RN";.51;"LONCOCHE";2008;4
"Loncoche";9;2008;0;"RN";.63;"LONCOCHE";2009;1
"Loncoche";9;2008;0;"RN";.63;"LONCOCHE";2010;2
"Loncoche";9;2008;0;"RN";.63;"LONCOCHE";2011;3
"Loncoche";9;2012;0;"RN";.63;"LONCOCHE";2012;1
"Longaví";7;2004;0;"PPD";.56;"LONGAVI";2008;1
"Longaví";7;2004;0;"PPD";.56;"LONGAVI";2006;2
"Longaví";7;2004;0;"PPD";.56;"LONGAVI";2007;3
"Longaví";7;2004;0;"PPD";.56;"LONGAVI";2005;4
"Longaví";7;2008;0;"UDI";.49;"LONGAVI";2009;1
"Longaví";7;2008;0;"UDI";.49;"LONGAVI";2010;2
"Longaví";7;2008;0;"UDI";.49;"LONGAVI";2011;3
"Longaví";7;2012;0;"PPD";.49;"LONGAVI";2012;1
"Lonquimay";9;2004;0;"IND";.41;"LONQUIMAY";2006;1
"Lonquimay";9;2004;0;"IND";.41;"LONQUIMAY";2008;2
"Lonquimay";9;2004;0;"IND";.41;"LONQUIMAY";2005;3
"Lonquimay";9;2004;0;"IND";.41;"LONQUIMAY";2007;4
"Lonquimay";9;2008;0;"PPD";.38;"LONQUIMAY";2009;1
"Lonquimay";9;2008;0;"PPD";.38;"LONQUIMAY";2010;2
"Lonquimay";9;2008;0;"PPD";.38;"LONQUIMAY";2011;3
"Lonquimay";9;2012;0;"IND";.56;"LONQUIMAY";2012;1
"Los Alamos";8;2004;0;"IND";.58;"LOS ALAMOS";2006;1
"Los Alamos";8;2004;0;"IND";.58;"LOS ALAMOS";2005;2
"Los Alamos";8;2004;0;"IND";.58;"LOS ALAMOS";2008;3
"Los Alamos";8;2004;0;"IND";.58;"LOS ALAMOS";2007;4
"Los Alamos";8;2008;0;"PS";.5;"LOS ALAMOS";2009;1
"Los Alamos";8;2008;0;"PS";.5;"LOS ALAMOS";2010;2
"Los Alamos";8;2008;0;"PS";.5;"LOS ALAMOS";2011;3
"Los Alamos";8;2012;0;"UDI";.33;"LOS ALAMOS";2012;1
"Los Andes";5;2004;0;"UDI";.57;"LOS ANDES";2008;1
"Los Andes";5;2004;0;"UDI";.57;"LOS ANDES";2006;2
"Los Andes";5;2004;0;"UDI";.57;"LOS ANDES";2007;3
"Los Andes";5;2004;0;"UDI";.57;"LOS ANDES";2005;4
"Los Andes";5;2008;0;"DC";.47;"LOS ANDES";2009;1
"Los Andes";5;2008;0;"DC";.47;"LOS ANDES";2010;2
"Los Andes";5;2008;0;"DC";.47;"LOS ANDES";2011;3
"Los Andes";5;2012;0;"DC";.52;"LOS ANDES";2012;1
"Los Angeles";8;2004;0;"IND";.52;"LOS ANGELES";2007;1
"Los Angeles";8;2004;0;"IND";.52;"LOS ANGELES";2008;2
"Los Angeles";8;2004;0;"IND";.52;"LOS ANGELES";2006;3
"Los Angeles";8;2004;0;"IND";.52;"LOS ANGELES";2005;4
"Los Angeles";8;2008;0;"UDI";.51;"LOS ANGELES";2009;1
"Los Angeles";8;2008;0;"UDI";.51;"LOS ANGELES";2010;2
"Los Angeles";8;2008;0;"UDI";.51;"LOS ANGELES";2011;3
"Los Angeles";8;2012;0;"PRSD";.45;"LOS ANGELES";2012;1
"Los Lagos";10;2004;0;"PS";.47;"LOS LAGOS";2007;1
"Los Lagos";10;2004;0;"PS";.47;"LOS LAGOS";2005;2
"Los Lagos";10;2004;0;"PS";.47;"LOS LAGOS";2006;3
"Los Lagos";10;2004;0;"PS";.47;"LOS LAGOS";2008;4
"Los Lagos";10;2008;0;"IND";.35;"LOS LAGOS";2009;1
"Los Lagos";10;2008;0;"IND";.35;"LOS LAGOS";2010;2
"Los Lagos";10;2008;0;"IND";.35;"LOS LAGOS";2011;3
"Los Lagos";10;2012;0;"PS";.35;"LOS LAGOS";2012;1
"Los Muermos";10;2004;0;"UDI";.56;"LOS MUERMOS";2007;1
"Los Muermos";10;2004;0;"UDI";.56;"LOS MUERMOS";2006;2
"Los Muermos";10;2004;0;"UDI";.56;"LOS MUERMOS";2008;3
"Los Muermos";10;2004;0;"UDI";.56;"LOS MUERMOS";2005;4
"Los Muermos";10;2008;0;"UDI";.81;"LOS MUERMOS";2009;1
"Los Muermos";10;2008;0;"UDI";.81;"LOS MUERMOS";2010;2
"Los Muermos";10;2008;0;"UDI";.81;"LOS MUERMOS";2011;3
"Los Muermos";10;2012;0;"UDI";.58;"LOS MUERMOS";2012;1
"Los Sauces";9;2004;0;"PDC";.68;"LOS SAUCES";2005;1
"Los Sauces";9;2004;0;"PDC";.68;"LOS SAUCES";2006;2
"Los Sauces";9;2004;0;"PDC";.68;"LOS SAUCES";2008;3
"Los Sauces";9;2004;0;"PDC";.68;"LOS SAUCES";2007;4
"Los Sauces";9;2008;0;"DC";.56;"LOS SAUCES";2009;1
"Los Sauces";9;2008;0;"DC";.56;"LOS SAUCES";2010;2
"Los Sauces";9;2008;0;"DC";.56;"LOS SAUCES";2011;3
"Los Sauces";9;2012;0;"UDI";.5;"LOS SAUCES";2012;1
"Los Vilos";4;2004;0;"PS";.49;"LOS VILOS";2005;1
"Los Vilos";4;2004;0;"PS";.49;"LOS VILOS";2007;2
"Los Vilos";4;2004;0;"PS";.49;"LOS VILOS";2008;3
"Los Vilos";4;2004;0;"PS";.49;"LOS VILOS";2006;4
"Los Vilos";4;2008;0;"RN";.49;"LOS VILOS";2009;1
"Los Vilos";4;2008;0;"RN";.49;"LOS VILOS";2010;2
"Los Vilos";4;2008;0;"RN";.49;"LOS VILOS";2011;3
"Los Vilos";4;2012;0;"IND";.49;"LOS VILOS";2012;1
"Lota";8;2004;0;"PDC";.41;"LOTA";2007;1
"Lota";8;2004;0;"PDC";.41;"LOTA";2008;2
"Lota";8;2004;0;"PDC";.41;"LOTA";2006;3
"Lota";8;2004;0;"PDC";.41;"LOTA";2005;4
"Lota";8;2008;0;"IND";.37;"LOTA";2009;1
"Lota";8;2008;0;"IND";.37;"LOTA";2010;2
"Lota";8;2008;0;"IND";.37;"LOTA";2011;3
"Lota";8;2012;0;"IND";.44;"LOTA";2012;1
"Lumaco";9;2004;0;"PS";.48;"LUMACO";2005;1
"Lumaco";9;2004;0;"PS";.48;"LUMACO";2006;2
"Lumaco";9;2004;0;"PS";.48;"LUMACO";2008;3
"Lumaco";9;2004;0;"PS";.48;"LUMACO";2007;4
"Lumaco";9;2008;0;"PS";.45;"LUMACO";2009;1
"Lumaco";9;2008;0;"PS";.45;"LUMACO";2010;2
"Lumaco";9;2008;0;"PS";.45;"LUMACO";2011;3
"Lumaco";9;2012;0;"IND";.48;"LUMACO";2012;1
"Machalí";6;2004;0;"PPD";.32;"MACHALI";2007;1
"Machalí";6;2004;0;"PPD";.32;"MACHALI";2008;2
"Machalí";6;2004;0;"PPD";.32;"MACHALI";2006;3
"Machalí";6;2004;0;"PPD";.32;"MACHALI";2005;4
"Machalí";6;2008;0;"UDI";.4;"MACHALI";2009;1
"Machalí";6;2008;0;"UDI";.4;"MACHALI";2010;2
"Machalí";6;2008;0;"UDI";.4;"MACHALI";2011;3
"Machalí";6;2012;0;"UDI";.64;"MACHALI";2012;1
"Macul";13;2004;0;"PDC";.64;"MACUL";2008;1
"Macul";13;2004;0;"PDC";.64;"MACUL";2007;2
"Macul";13;2004;0;"PDC";.64;"MACUL";2006;3
"Macul";13;2004;0;"PDC";.64;"MACUL";2005;4
"Macul";13;2008;0;"DC";.66;"MACUL";2009;1
"Macul";13;2008;0;"DC";.66;"MACUL";2010;2
"Macul";13;2008;0;"DC";.66;"MACUL";2011;3
"Macul";13;2012;0;"DC";.43;"MACUL";2012;1
"Máfil";10;2004;0;"PPD";.54;"MAFIL";2005;1
"Máfil";10;2004;0;"PPD";.54;"MAFIL";2008;2
"Máfil";10;2004;0;"PPD";.54;"MAFIL";2006;3
"Máfil";10;2004;0;"PPD";.54;"MAFIL";2007;4
"Máfil";10;2008;1;"UDI";.42;"MAFIL";2009;1
"Máfil";10;2008;1;"UDI";.42;"MAFIL";2010;2
"Máfil";10;2008;1;"UDI";.42;"MAFIL";2011;3
