codigo;municipio;educasistencia;educretirobasica;educretiromedia;educmatricula;year;saludtotal;saludpersonal;saludpersporcentaje;saludfunc;saludfuncporcentaje;saludinversion;saludinvporcentaje;saludcapacit;saludcapacitporcentaje;saludtotalpc;eductotal;educnacional;educsubvencion;educmineduc;educmunic;educmunicporcentaje;educmuncipgastoporcentaje;mujeresindigente;mujerespobreza;mujeresfuncionarias;mujeresfuncprofes;mujeresdirectivo;pobreza;dom_comuna;urb;rur;dens;region;condom;usingcont
5506;"NOGALES";92.29;1.02;.74;1795;2009;1174797;862032;73.38;235089;20.01;0;0;7628;.88;"61";1704212;1604212;1355565;79.54;100000;5.87;3.44;58.98;82.31;58.33;11.43;8.57;17.35143;"NOGALES";89.52;10.48;"62.68";5;.4615964;.7931277
5401;"LA LIGUA";92.96;.27;3.75;4476;2009;633087;456054;72.04;101903;16.1;0;0;1162;.25;"65";4538666;4348223;2868657;63.2;190443;4.2;5.75;68.57;88.04;59.21;8.89;6.67;18.04571;"LA LIGUA";76.7;23.3;"31.94";5;.4615964;.7931277
5804;"VILLA ALEMANA";88.07;1;2.75;7089;2009;3271467;2399424;73.34;752669;23.01;0;0;0;0;"40";5704377;5090027;4184579;73.36;614350;10.77;7.64;61.58;80.69;36.68;13.7;5.48;16.12286;"VILLA ALEMANA";98.84;1.16;"1298.19";5;.4615964;.7931277
5706;"SANTA MARÍA";92.12;.56;2.09;1217;2009;620967;487238;78.46;81266;13.09;7378;1.19;4213;.86;"45";1314738;1170194;941779;71.63;144544;10.99;6.62;62.14;85.08;48.65;27.78;0;13.15143;"SANTA MARIA";73.41;26.59;"86.24";5;.4615964;.7931277
5201;"ISLA DE PASCUA";85.24;.98;3.68;596;2009;99;99;99;99;99;99;99;99;99;"99";1050046;900056;800759;76.26;149990;14.28;7;57.49;73.7;48.39;46.67;13.33;9.386666;"ISLA DE PASCUA";86.8;13.2;"29.22";5;.4615964;.7931277
5604;"EL QUISCO";89.66;1.05;4.92;1165;2009;667702;530381;79.43;111204;16.65;1445;.22;155;.03;"64";1013769;885769;636711;62.81;128000;12.63;4.65;61.68;82.94;31.03;11.11;5.56;11.31429;"EL QUISCO";93.57;6.43;"276.8";5;.4615964;.7931277
5109;"VIÑA DEL MAR";85.3;.64;2.39;20224;2009;1.36e+07;9229670;67.9;1927266;14.18;1441830;10.61;27175;.29;"58";1.93e+07;1.73e+07;1.04e+07;54.19;1996222;10.37;4.09;45.9;70.34;40.11;11.51;1.37;16.12857;"VIÑA DEL MAR";100;0;"2399.34";5;.4615964;.7931277
5602;"ALGARROBO";84.26;1.47;5.93;1182;2009;829544;607337;73.21;159630;19.24;5865;.71;148;.02;"89";1203251;980053;681339;56.62;223198;18.55;6.94;57.74;78.43;34.78;2.5;5;8.485714;"ALGARROBO";74.31;25.69;"69.11";5;.4615964;.7931277
5704;"PANQUEHUE";85.95;.37;2.05;935;2009;373875;303328;81.13;58589;15.67;0;0;220;.07;"59";941930;814530;643649;68.33;127400;13.53;10.96;63.39;86.54;50;11.76;5.88;10.82571;"PANQUEHUE";41.11;58.89;"60.44";5;.4615964;.7931277
5605;"EL TABO";89.03;.53;9.09;729;2009;444574;358639;80.67;76169;17.13;0;0;0;0;"79";811517;600507;335288;41.32;211010;26;9;52.63;76.73;51.28;5;20;8.04;"EL TABO";93.99;6.01;"105.95";5;.4615964;.7931277
5304;"SAN ESTEBAN";88.99;1.01;10.73;1848;2009;579204;453446;78.29;118441;20.45;0;0;419;.09;"48";1813321;1663321;1232729;67.98;150000;8.27;7.64;60.1;81.74;46.15;4.17;4.17;10.41429;"SAN ESTEBAN";60.47;39.53;"12.48";5;.4615964;.7931277
5103;"CONCÓN";88.52;.88;2.6;1741;2009;1458168;1083700;74.32;324627;22.26;0;0;1289;.12;"52";1825393;1635393;842865;46.17;190000;10.41;3.45;62.1;83.41;42.37;20;8;11.02;"CONCON";97.67;2.33;"709.79";5;.4615964;.7931277
5501;"QUILLOTA";89.72;.74;2.01;7614;2009;3164163;2483518;78.49;582335;18.4;0;0;3210;.13;"39";6518589;6062040;4971072;76.26;456549;7;6.07;60.81;81.01;44.44;9.38;7.81;14.35143;"QUILLOTA";87.03;12.97;"285.3";5;.4615964;.7931277
5403;"PAPUDO";91.49;.7;4.44;783;2009;279812;227795;81.41;37184;13.29;4840;1.73;0;0;"81";779868;736368;449678;57.66;43500;5.58;3.35;58.05;85.57;56.82;4;4;13.50571;"PAPUDO";94.07;5.93;"32.68";5;.4615964;.7931277
5104;"JUAN FERNÁNDEZ";90.14;0;0;128;2009;157510.2;112718.2;70.27834;41408.5;27.46833;1140.5;.9716667;124;.1666667;"";210349.7;137952.8;131272.3;62.94333;72396.84;34.12333;6.835;37.93;75.86;41.43;0;0;8.77;"JUAN FERNANDEZ";91.68;8.32;"5.54";5;.4615964;.7931277
5502;"LA CALERA";84.97;.6;2.42;3322;2009;1808919;1343313;74.26;370040;20.46;0;0;3328;.25;"48";3609060;3609060;1858812;51.5;0;0;0;69.27;87.27;44.37;32.84;5.97;17.91714;"CALERA";95.46;4.54;"896.73";5;.4615964;.7931277
5606;"SANTO DOMINGO";91.07;.09;1.1;1031;2009;536877;399490;74.41;123893;23.08;0;0;7341;1.84;"77";1138274;915616;618140;54.31;222658;19.56;4.5;52.51;77.63;29.69;0;21.05;6.68;"SANTO DOMINGO";82.68;17.32;"16.41";5;.4615964;.7931277
5405;"ZAPALLAR";90.82;.23;3.23;938;2009;713333;576473;80.81;116732;16.36;0;0;2568;.45;"123";1087985;817985;545108;50.1;270000;24.82;5.13;56.41;80.77;33.33;7.14;21.43;8.534286;"ZAPALLAR";90.29;9.71;"24.02";5;.4615964;.7931277
5801;"QUILPUÉ";85.52;.58;2.23;10530;2009;5543146;2619956;47.26;2121818;38.28;0;0;3556;.14;"50";1.27e+07;1.18e+07;5947711;46.98;836114;6.6;7.43;62.6;81.95;43.93;17.02;8.51;11.47714;"QUILPUE";99.02;.98;"289.29";5;.4615964;.7931277
5603;"CARTAGENA";88.06;1.14;4.72;2267;2009;1251362;873450;69.8;260386;20.81;0;0;6561;.75;"79";2015155;1894155;1599766;79.39;121000;6;3.48;70.45;88.57;48.74;1.72;1.72;23.04571;"CARTAGENA";91.58;8.42;"95.02";5;.4615964;.7931277
5503;"HIJUELAS";88.46;.79;3.16;2066;2009;831809;598856;71.99;232443;27.94;0;0;4660;.78;"53";1758048;1708048;1531672;87.12;50000;2.84;2.09;70.14;90.46;49.06;23.08;11.54;10.17714;"HIJUELAS";48.3;51.7;"69.22";5;.4615964;.7931277
5702;"CATEMU";88.1;.86;3.84;1340;2009;923467;713469;77.26;203564;22.04;0;0;8970;1.26;"67";1366443;1157125;847812;62.05;209318;15.32;11.11;64.74;87.2;56.1;13.04;0;12.95429;"CATEMU";52.96;47.04;"36.41";5;.4615964;.7931277
5703;"LLAILLAY";87.36;.69;6.62;2895;2009;99;99;99;99;99;99;99;99;99;"99";2274100;2124199;1599373;70.33;149901;6.59;6.23;72.84;91.28;44.29;0;6.45;11.62286;"LLAILLAY";71.45;28.55;"66.97";5;.4615964;.7931277
5102;"CASABLANCA";83.4;.7;1.32;2754;2009;437419;302509;69.16;60825;13.91;12439;2.84;2197;.73;"202";2861422;2369826;1993521;69.67;491596;17.18;13.58;45.34;73.57;43.86;0;8;13.8;"CASABLANCA";72.33;27.67;"29.86";5;.4615964;.7931277
5504;"LA CRUZ";89.29;1.1;2.41;1165;2009;753298;552045;73.28;133815;17.76;601;.08;359;.07;"54";1001240;920474;545391;54.47;80766;8.07;4.38;79.46;93.04;50;33.33;11.11;13.84571;"LA CRUZ";83.35;16.65;"197.28";5;.4615964;.7931277
5705;"PUTAENDO";90.15;.96;8.82;1660;2009;651060;531007;81.56;103525;15.9;0;0;415;.08;"46";1588001;1426926;1277158;80.43;161075;10.14;7.93;64.81;87.3;53.19;4;12;15.44286;"PUTAENDO";45.88;54.12;"11.37";5;.4615964;.7931277
5105;"PUCHUNCAVÍ";90.2;1.27;4.73;2573;2009;689887;544591;78.94;109319;15.85;0;0;996;.18;"44";2080784;1790430;1669577;80.24;290354;13.95;9.21;69.33;87.42;43.86;0;20;15.58286;"PUCHUNCAVI";85.85;14.15;"52.32";5;.4615964;.7931277
5404;"PETORCA";92.41;.42;2.27;1686;2009;334059;270546;80.99;48955;14.65;0;0;1241;.46;"43";1606940;1555481;1064250;66.23;51459;3.2;2.88;69.71;88.79;52.54;6.45;3.23;15.58;"PETORCA";65.31;34.69;"6.43";5;.4615964;.7931277
5402;"CABILDO";91.43;.84;2.27;3936;2009;220068;157090;71.38;61062;27.75;0;0;1205;.77;"30";3068920;3068920;2766293;90.14;0;0;0;56.07;81.29;52;7.69;11.54;14.30857;"CABILDO";65.71;34.29;"14.25";5;.4615964;.7931277
5301;"LOS ANDES";91.1;.62;1.85;6973;2009;1405567;1016014;72.28;257976;18.35;23352;1.66;0;0;"53";5921827;5548827;4755418;80.3;373000;6.3;5.81;58.26;78.9;45.9;17.86;5.36;8.091429;"LOS ANDES";89.2;10.8;"58.21";5;.4615964;.7931277
5302;"CALLE LARGA";88.63;.94;0;949;2009;457569;360834;78.86;92530;20.22;0;0;1733;.48;"57";869686;767365;601017;69.11;102321;11.77;5.57;73.99;91.64;42.11;12.5;6.25;9.862857;"CALLE LARGA";46.89;53.11;"34.33";5;.4615964;.7931277
5601;"SAN ANTONIO";86.16;1.08;1.55;6261;2009;3716034;2916102;78.47;600053;16.15;0;0;5200;.18;"49";4728980;4360661;3112642;65.82;368319;7.79;4.02;51.89;77.03;52.4;6.11;6.87;21.93143;"SAN ANTONIO";95.25;4.75;"240.96";5;.4615964;.7931277
5303;"RINCONADA";92.14;1.62;0;638;2009;463168;353150;76.25;87416;18.87;0;0;4393;1.24;"59";544036;502176;310888;57.14;41860;7.69;3.28;80.79;95.9;55;18.18;9.09;11.35714;"RINCONADA";88.46;11.54;"63.79";5;.4615964;.7931277
5701;"SAN FELIPE";88.88;.98;1.35;8035;2009;1284345;947399;73.77;304402;23.7;0;0;2808;.3;"40";6552615;6401551;5499798;83.93;151064;2.31;2.21;57.97;78.71;45.52;15.15;6.06;14.65143;"SAN FELIPE";91.57;8.43;"405.66";5;.4615964;.7931277
5802;"LIMACHE";86.53;.67;2.81;3100;2009;99;99;99;99;99;99;99;99;99;"99";2781836;2324200;1987336;71.44;457636;16.45;11.86;60.9;82.03;29.23;21.05;5.26;15.67429;"LIMACHE";89.92;10.08;"151.55";5;.4615964;.7931277
5101;"VALPARAÍSO";87.72;1.07;2.57;27242;2009;9230581;7127847;77.22;1667201;18.06;210200;2.28;0;0;"42";2.30e+07;2.19e+07;1.45e+07;63.09;1099941;4.78;4.4;58.24;80.01;30.61;14.08;1.81;17.78857;"VALPARAISO";99.79;.21;"681.13";5;.4615964;.7931277
5803;"OLMUÉ";93.47;.98;2.17;1741;2009;984231;699370;71.06;249443;25.34;0;0;7924;1.13;"61";1524390;1434390;1218735;79.95;90000;5.9;3.44;55.27;80.39;40.38;9.52;0;12.58571;"OLMUE";74.36;25.64;"68.16";5;.4615964;.7931277
5804;"VILLA ALEMANA";88.81;.71;0;6764;2010;3760298;2772459;73.73;857343;22.8;0;0;27655;1;"47";6750891;5678397;4213954;62.42;1072494;15.89;11.15;57.03;78.48;35.21;14.67;5.33;16.12286;"VILLA ALEMANA";98.81;1.19;"1331.81";5;.5015344;.8365141
5303;"RINCONADA";93.1;.49;0;667;2010;500307;392399;78.43;71572;14.31;0;0;6647;1.69;"63";583646;529339;326343;55.91;54307;9.3;2.86;78.64;95.42;54.17;15.38;0;11.35714;"RINCONADA";88.78;11.22;"64.66";5;.5015344;.8365141
5405;"ZAPALLAR";91.92;.22;3.91;928;2010;768679;649008;84.43;94291;12.27;0;0;1582;.24;"127";1284101;856101;538745;41.96;428000;33.33;6.86;55.29;80.77;31.25;26.67;0;8.534286;"ZAPALLAR";91.08;8.92;"24.47";5;.5015344;.8365141
5401;"LA LIGUA";92.45;.58;3.62;4319;2010;689385;528639;76.68;96250;13.96;0;0;762;.14;"60";4884080;4587832;3088255;63.23;296248;6.07;7.08;64.92;86.92;57.14;11.36;6.82;18.04571;"LA LIGUA";76.88;23.12;"32.36";5;.5015344;.8365141
5801;"QUILPUÉ";84.36;.56;2.49;9883;2010;5491767;3241240;59.02;1653977;30.12;0;0;13062;.4;"47";1.32e+07;1.26e+07;6038099;45.62;631000;4.77;5.35;58.92;79.62;41.05;18.09;8.51;11.47714;"QUILPUE";99.05;.95;"294.64";5;.5015344;.8365141
5102;"CASABLANCA";87.85;.41;1.62;2560;2010;475847;348367;73.21;115325;24.24;1198;.25;2400;.69;"31";2670328;2154934;1837883;68.83;515394;19.3;16.24;44.96;73.34;44.64;0;8;13.8;"CASABLANCA";72.73;27.27;"30.6";5;.5015344;.8365141
5107;"QUINTERO";83.93;.89;1.82;1774;2010;40406;40406;100;0;0;0;0;0;0;"4";2368154;1480954;979640;41.37;887200;37.46;26.15;59.69;82.99;45.12;2.7;10.81;16.52;"QUINTERO";83.47;16.53;"172.48";5;.5015344;.8365141
5705;"PUTAENDO";90.61;1.17;5.32;1662;2010;749634;627954;83.77;102827;13.72;0;0;718;.11;"52";1791737;1500857;1376642;76.83;290880;16.23;13.28;61.75;86.17;54.17;7.69;11.54;15.44286;"PUTAENDO";45.49;54.51;"11.52";5;.5015344;.8365141
5606;"SANTO DOMINGO";91.31;0;.18;944;2010;681848;503783;73.88;145966;21.41;0;0;1867;.37;"94";1311050;936959;603048;46;374091;28.53;6.32;46.76;75.25;29.85;0;20;6.68;"SANTO DOMINGO";84.59;15.41;"16.68";5;.5015344;.8365141
5402;"CABILDO";92.47;.42;3.23;3862;2010;316815;233093;73.57;65471;20.67;0;0;641;.27;"42";3232400;3232400;2932149;90.71;0;0;0;53.48;80.3;57.65;4.08;16.33;14.30857;"CABILDO";65.68;34.32;"14.34";5;.5015344;.8365141
5702;"CATEMU";89.31;1.34;1.47;1272;2010;1067403;837344;78.45;201064;18.84;0;0;6534;.78;"75";1674000;1462630;882647;52.73;211370;12.63;13.38;62.75;87.52;56.1;13.04;0;12.95429;"CATEMU";52.58;47.42;"36.62";5;.5015344;.8365141
5504;"LA CRUZ";90.53;.96;3.29;1183;2010;731305;586788;80.24;138423;18.93;0;0;3456;.59;"50";1178674;1011473;560427;47.55;167201;14.19;8.86;73.35;91.02;47.37;11.11;11.11;13.84571;"LA CRUZ";83.44;16.56;"200.68";5;.5015344;.8365141
5109;"VIÑA DEL MAR";86.58;.58;2;18652;2010;1.52e+07;1.04e+07;68.32;3632976;23.95;0;0;15907;.15;"63";1.93e+07;1.46e+07;1.03e+07;53.56;4655807;24.18;8.49;42.55;68.22;40.41;11.3;3.95;16.12857;"VIÑA DEL MAR";100;0;"2398.04";5;.5015344;.8365141
5704;"PANQUEHUE";87.2;.59;2.5;1031;2010;448280;365814;81.6;54364;12.13;0;0;0;0;"67";1208764;1042764;744589;61.6;166000;13.73;10.16;62.37;86.96;60.61;10;5;10.82571;"PANQUEHUE";40.74;59.26;"61.06";5;.5015344;.8365141
5604;"EL QUISCO";92.44;.53;1.58;1125;2010;706271;604981;85.66;101236;14.33;0;0;725;.12;"70";1188148;1086648;861069;72.47;101500;8.54;3.84;57.51;80.35;27.63;4.76;9.52;11.31429;"EL QUISCO";93.45;6.55;"287.5";5;.5015344;.8365141
5101;"VALPARAÍSO";89.18;1;3.1;25555;2010;9580855;7580503;79.12;1802008;18.81;3941;.04;31014;.41;"35";2.26e+07;2.09e+07;1.72e+07;75.95;1705808;7.54;6.95;56.02;78.39;31.54;13.18;1.55;17.78857;"VALPARAISO";99.8;.2;"678.64";5;.5015344;.8365141
5706;"SANTA MARÍA";94.21;1.01;2.36;1210;2010;720888;568913;78.92;86055;11.94;15079;2.09;1079;.19;"55";1163346;1024097;886148;76.17;139249;11.97;7.8;56.8;82.99;50;16.67;0;13.15143;"SANTA MARIA";74.55;25.45;"86.95";5;.5015344;.8365141
5605;"EL TABO";91.76;.57;2.86;680;2010;537046;397898;74.09;104232;19.41;0;0;0;0;"89";913727;655471;358498;39.23;258256;28.26;10.13;48.03;74.76;43.86;8;16;8.04;"EL TABO";94.07;5.93;"110.1";5;.5015344;.8365141
5803;"OLMUÉ";93.26;.65;0;1737;2010;1077438;802642;74.5;262976;24.41;0;0;10708;1.33;"66";1712440;1607940;1259343;73.54;104500;6.1;4.06;50.71;80.22;43.48;0;0;12.58571;"OLMUE";74.51;25.49;"68.87";5;.5015344;.8365141
5701;"SAN FELIPE";89.53;.88;1.45;7624;2010;1674251;1213949;72.51;332279;19.85;0;0;1350;.11;"27";7262371;7119972;5488706;75.58;142399;1.96;2.11;51.33;76.12;45.39;12.5;7.81;14.65143;"SAN FELIPE";91.72;8.28;"411.51";5;.5015344;.8365141
5104;"JUAN FERNÁNDEZ";92.17;3.03;4.17;115;2010;159119;125336;78.77;30942;19.45;0;0;0;0;"Costo Fijo";218080;137725;137525;63.06;80355;36.85;8.08;39.47;68.42;41.43;0;0;8.77;"JUAN FERNANDEZ";91.35;8.65;"5.64";5;.5015344;.8365141
5802;"LIMACHE";86.25;.42;0;2967;2010;99;99;99;99;99;99;99;99;99;"Costo Fijo";2803200;2305029;2015981;71.92;498171;17.77;14.42;58.29;81.34;25.97;15;15;15.67429;"LIMACHE";89.94;10.06;"153.25";5;.5015344;.8365141
5105;"PUCHUNCAVÍ";92.35;.89;2.44;2483;2010;776268;637389;82.11;114298;14.72;0;0;1119;.18;"48";2347447;1957208;1856001;79.06;390239;16.62;10.39;62.06;84.42;43.86;0;20;15.58286;"PUCHUNCAVI";85.79;14.21;"53.29";5;.5015344;.8365141
5703;"LLAILLAY";87.51;.44;7.49;2682;2010;99;99;99;99;99;99;99;99;99;"99";2401410;2265296;1510709;62.91;136114;5.67;5.31;65.94;87.9;45.07;0;6.25;11.62286;"LLAILLAY";71;29;"67.34";5;.5015344;.8365141
5603;"CARTAGENA";88.25;.77;2.19;2144;2010;1442819;1099392;76.2;216864;15.03;0;0;3050;.28;"91";1867153;1752153;1641453;87.91;115000;6.16;3.46;61.49;83.64;52.38;3.03;1.52;23.04571;"CARTAGENA";91.71;8.29;"98.04";5;.5015344;.8365141
5302;"CALLE LARGA";90.32;.62;1.55;919;2010;502335;419833;83.58;82502;16.42;0;0;1300;.31;"58";1055564;934562;699820;66.3;121002;11.46;6.91;71.11;89.83;48.78;20;5;9.862857;"CALLE LARGA";46.36;53.64;"34.46";5;.5015344;.8365141
5304;"SAN ESTEBAN";88.53;.92;9.13;1744;2010;645967;524199;81.15;102846;15.92;0;0;0;0;"55";1824647;1524432;1417982;77.71;300215;16.45;15.87;57.61;81.54;39.53;5.88;5.88;10.41429;"SAN ESTEBAN";61.49;38.51;"12.67";5;.5015344;.8365141
5103;"CONCÓN";87.88;.45;1.68;1576;2010;1673479;1302472;77.83;343025;20.5;0;0;2089;.16;"58";1702152;1512152;813788;47.81;190000;11.16;3.23;60.14;81.28;47.37;18.52;11.11;11.02;"CONCON";97.63;2.37;"744.66";5;.5015344;.8365141
5502;"LA CALERA";86.84;.68;2.45;3070;2010;2040716;1517831;74.38;458295;22.46;0;0;6771;.45;"52";3358103;3028103;1882374;56.05;330000;9.83;7.03;65.15;86.17;46.02;19.23;7.69;17.91714;"CALERA";95.26;4.74;"903.06";5;.5015344;.8365141
5404;"PETORCA";92.54;.35;1.52;1621;2010;379966;324468;85.39;52209;13.74;0;0;1899;.59;"48";1764104;1722504;1335885;75.73;41600;2.36;2.23;64.66;86.68;60;7.41;3.7;15.58;"PETORCA";67.42;32.58;"6.44";5;.5015344;.8365141
5601;"SAN ANTONIO";90;.98;2.44;6267;2010;4178253;3315723;79.36;761682;18.23;0;0;23324;.7;"52";5378014;5109514;3351866;62.33;268500;4.99;2.38;48.77;74.9;52.49;5.17;6.03;21.93143;"SAN ANTONIO";95.27;4.73;"243.18";5;.5015344;.8365141
5501;"QUILLOTA";90.51;.69;2.3;7555;2010;3920956;3055140;77.92;721562;18.4;31272;.8;17734;.58;"47";6646942;6077564;5043477;75.88;569378;8.57;7.25;57.07;79.81;46.1;10.77;6.15;14.35143;"QUILLOTA";86.99;13.01;"288.48";5;.5015344;.8365141
5201;"ISLA DE PASCUA";82.53;.27;1.88;578;2010;99;99;99;99;99;99;99;99;99;"Costo Fijo";1043522;910522;749832;71.86;133000;12.75;5.78;61.07;78.13;56.25;0;16.67;9.386666;"ISLA DE PASCUA";86.31;13.69;"29.88";5;.5015344;.8365141
5301;"LOS ANDES";91.31;.37;1.72;7031;2010;1565031;1162010;74.25;302972;19.36;0;0;15543;1.34;"30";5988466;5649166;4781562;79.85;339300;5.67;4.73;53.1;76.86;46.03;18.97;6.9;8.091429;"LOS ANDES";88.79;11.21;"59.21";5;.5015344;.8365141
5602;"ALGARROBO";84.18;.93;4.17;1226;2010;1012355;778035;76.85;169024;16.7;4559;.45;1276;.16;"104";1316734;1056734;773205;58.72;260000;19.75;7.2;58.7;78.87;34.43;4.76;4.76;8.485714;"ALGARROBO";73.96;26.04;"71.42";5;.5015344;.8365141
5503;"HIJUELAS";89.58;.7;2.73;1996;2010;1006898;777911;77.26;218761;21.73;0;0;1924;.25;"65";1914326;1811061;1565496;81.78;103265;5.39;4.72;66.18;89.58;50.98;15.38;11.54;10.17714;"HIJUELAS";47.84;52.16;"70.07";5;.5015344;.8365141
5506;"NOGALES";93.38;1.05;2.15;1556;2010;1463107;1040398;71.11;328182;22.43;0;0;51130;4.91;"75";1788633;1698633;1277717;71.44;90000;5.03;3.36;52.39;78.88;56.6;16.67;6.67;17.35143;"NOGALES";89.93;10.07;"63.53";5;.5015344;.8365141
5403;"PAPUDO";92.31;.48;5.05;793;2010;297373;221102;74.35;48330;16.25;0;0;63;.03;"62";808399;730899;485165;60.02;77500;9.59;5.01;54.46;80.57;48.39;0;0;13.50571;"PAPUDO";94.35;5.65;"33.14";5;.5015344;.8365141
5601;"SAN ANTONIO";87.99;.62;1.98;7255;2011;4452408;3458279;77.67;872486;19.6;0;0;6708;.19;"56";5998465;5357513;3448612;57.49;640952;10.69;5.58;45.87;70.46;50.42;4.2;7.56;21.93143;"SAN ANTONIO";95.28;4.72;"244.74";5;.5414724;.8799005
5506;"NOGALES";93.3;.65;.5;1605;2011;1596720;1175318;73.61;287417;18;0;0;7493;.64;"76";1961623;1871623;1217935;62.09;90000;4.59;3.35;47.52;72.2;55.36;12.9;9.68;17.35143;"NOGALES";90.35;9.65;"64.36";5;.5414724;.8799005
5405;"ZAPALLAR";90.54;.22;4.33;1100;2011;831790;675383;81.2;120341;14.47;0;0;2383;.35;"117";1496820;982770;531280;35.49;514050;34.34;6.16;54.83;76.89;34.88;26.67;0;8.534286;"ZAPALLAR";91.79;8.21;"25";5;.5414724;.8799005
5701;"SAN FELIPE";88.84;.79;1.37;8320;2011;2053987;1455114;70.84;392577;19.11;143418;6.98;8663;.6;"32";7411285;7196775;4777118;64.46;214510;2.89;2.98;48.1;72.25;45.83;13.64;7.58;14.65143;"SAN FELIPE";91.87;8.13;"416.84";5;.5414724;.8799005
5502;"LA CALERA";85.88;.93;2.79;3040;2011;2256819;1705865;75.59;427693;18.95;90068;3.99;2951;.17;"57";3456763;3262638;1769219;51.18;194125;5.62;3.59;64.6;83.35;46.92;14.75;4.92;17.91714;"CALERA";95.03;4.97;"900.31";5;.5414724;.8799005
5602;"ALGARROBO";85.35;.96;2.98;1354;2011;890204;609984;68.52;147444;16.56;26525;2.98;95;.02;"94";1546509;1280309;863743;55.85;266200;17.21;5.87;56.7;77.65;34.92;9.09;6.82;8.485714;"ALGARROBO";73.58;26.42;"73.93";5;.5414724;.8799005
5101;"VALPARAÍSO";89.26;.93;3.87;26755;2011;1.08e+07;8703371;80.55;1953462;18.08;0;0;24310;.28;"40";2.36e+07;2.19e+07;1.78e+07;75.58;1756234;7.44;7.19;53.55;74.61;32.27;11.9;1.59;17.78857;"VALPARAISO";99.82;.18;"674.04";5;.5414724;.8799005
5302;"CALLE LARGA";87.39;1.09;3.2;1227;2011;643828;536232;83.29;107596;16.71;0;0;3203;.6;"66";1249814;1139814;874521;69.97;110000;8.8;5.94;68.51;88.07;42.86;16.67;5.56;9.862857;"CALLE LARGA";45.91;54.09;"34.46";5;.5414724;.8799005
5201;"ISLA DE PASCUA";82.82;1.59;1.75;696;2011;99;99;99;99;99;99;99;99;99;"Costo Fijo";1303382;1101962;841942;64.6;201420;15.45;6.41;58.33;76.92;54.55;0;16.67;9.386666;"ISLA DE PASCUA";85.76;14.24;"30.7";5;.5414724;.8799005
5303;"RINCONADA";92.26;.91;0;738;2011;733039;582570;79.47;102735;14.01;0;0;0;0;"89";645438;594827;344879;53.43;50611;7.84;1.46;75.25;92.01;52.17;16.67;0;11.35714;"RINCONADA";89.07;10.93;"65.13";5;.5414724;.8799005
5501;"QUILLOTA";88.25;.67;1.59;8311;2011;4451754;3186132;71.57;1045241;23.48;2720;.06;4051;.13;"53";6991011;6255792;5370881;76.83;735219;10.52;8.12;56.18;77.04;44;10.61;4.55;14.35143;"QUILLOTA";86.96;13.04;"291.26";5;.5414724;.8799005
5702;"CATEMU";88.53;.32;.78;1410;2011;1140267;908884;79.71;215105;18.86;0;0;3792;.42;"80";1840358;1540362;965200;52.45;299996;16.3;17.12;63.33;85.73;57.5;8.7;0;12.95429;"CATEMU";52.21;47.79;"36.75";5;.5414724;.8799005
5706;"SANTA MARÍA";93.36;1.1;2.65;1347;2011;968291;822410;84.93;76745;7.93;0;0;0;0;"67";1573292;1396978;1047702;66.59;176314;11.21;9.03;53.97;79.49;50;5.88;5.88;13.15143;"SANTA MARIA";75.7;24.3;"87.78";5;.5414724;.8799005
5704;"PANQUEHUE";84.92;.59;1.63;1267;2011;489197;412861;84.4;65196;13.33;0;0;349;.08;"73";1257905;1112100;898488;71.43;145805;11.59;8.97;63.46;83.99;59.38;10.53;5.26;10.82571;"PANQUEHUE";40.32;59.68;"61.54";5;.5414724;.8799005
5803;"OLMUÉ";92.51;.34;2.36;1937;2011;1240159;917343;73.97;314303;25.34;3350;.27;8431;.92;"72";1710408;1590408;1330030;77.76;120000;7.02;4.41;48.95;73.07;42;9.52;4.76;12.58571;"OLMUE";74.67;25.33;"69.41";5;.5414724;.8799005
5703;"LLAILLAY";86.12;.54;6.56;2903;2011;99;99;99;99;99;99;99;99;99;"99";2576216;2317380;1537363;59.68;258836;10.05;10.2;66.08;84.91;43.59;0;5.88;11.62286;"LLAILLAY";70.54;29.46;"67.62";5;.5414724;.8799005
5301;"LOS ANDES";87.04;.57;2.44;7350;2011;1657090;1289232;77.8;314563;18.98;0;0;1385;.11;"31";6258902;5655902;4553806;72.76;603000;9.63;7.45;50.39;73.1;43.51;21.05;7.02;8.091429;"LOS ANDES";88.32;11.68;"60.16";5;.5414724;.8799005
5801;"QUILPUÉ";84.59;.49;2.87;10734;2011;5193836;3961867;76.28;1198356;23.07;0;0;6518;.16;"42";9359277;8331834;6097642;65.15;1027443;10.98;7.12;55.17;75.87;43.38;15.79;8.42;11.47714;"QUILPUE";99.09;.91;"299.76";5;.5414724;.8799005
5603;"CARTAGENA";85.61;3.18;6.59;2575;2011;1589445;1161866;73.1;209869;13.2;0;0;12999;1.12;"99";2085238;1915238;1765545;84.67;170000;8.15;4.11;57.59;79;51.88;1.45;0;23.04571;"CARTAGENA";91.87;8.13;"101.39";5;.5414724;.8799005
5604;"EL QUISCO";90.49;.4;5.98;1153;2011;764117;647324;84.72;109824;14.37;0;0;470;.07;"76";1407491;1212491;763259;54.23;195000;13.85;6.52;54.98;75.86;35.63;3.23;3.23;11.31429;"EL QUISCO";93.32;6.68;"298.12";5;.5414724;.8799005
