codigo;municipio;educasistencia;educretirobasica;educretiromedia;educmatricula;year;saludtotal;saludpersonal;saludpersporcentaje;saludfunc;saludfuncporcentaje;saludinversion;saludinvporcentaje;saludcapacit;saludcapacitporcentaje;saludtotalpc;eductotal;educnacional;educsubvencion;educmineduc;educmunic;educmunicporcentaje;educmuncipgastoporcentaje;mujeresindigente;mujerespobreza;mujeresfuncionarias;mujeresfuncprofes;mujeresdirectivo;pobreza;dom_comuna;urb;rur;dens;region;condom;usingcont
5601;"SAN ANTONIO";86.88;.76;1.7;6298;2012;5312434;3958703;74.52;1052333;19.81;0;0;13309;.34;"67";5836139;5253499;3668598;62.86;582640;9.98;5.05;50.66;76.63;51.27;4.96;5.79;21.93143;"SAN ANTONIO";95.29;4.71;"246.59";5;.5414724;.8799005
5804;"VILLA ALEMANA";77.73;.74;3.08;7494;2012;4695051;3532269;75.23;1033450;22.01;42082;.9;3597;.1;"56";9733079;7473079;5084925;52.24;2260000;23.22;16.22;55.14;77.7;36.26;13.64;10.61;16.12286;"VILLA ALEMANA";98.77;1.23;"1395.55";5;.5414724;.8799005
5702;"CATEMU";77.16;1.25;5.86;1554;2012;1429756;1171637;81.95;230270;16.11;0;0;3383;.29;"102";2195298;1727206;949547;43.25;468092;21.32;21.5;70.2;90.93;58.54;12.5;0;12.95429;"CATEMU";51.85;48.15;"36.86";5;.5414724;.8799005
5602;"ALGARROBO";76.9;1.12;4.59;1446;2012;790497.7;571015.7;72.04333;162076;21.17333;10668.67;1.445;1148.167;.2216667;"";1168185;948305.5;694721.5;60.00834;219879.5;19.22167;7.063334;61.26;81.39;54.07;6.19;2.65;8.485714;"ALGARROBO";73.2;26.8;"76.55";5;.5414724;.8799005
5104;"JUAN FERNÁNDEZ";89.43;0;3.13;123;2012;199904;158449;79.26;41331;20.68;0;0;0;0;"Costo Fijo";261573;166160;137521;52.57;95413;36.48;3.14;52.17;71.01;42.86;0;0;8.77;"JUAN FERNANDEZ";90.62;9.38;"5.98";5;.5414724;.8799005
5701;"SAN FELIPE";84.77;1.05;1.83;7733;2012;2223396;1682371;75.67;508000;22.85;0;0;21314;1.27;"34";9189095;8699691;4563601;49.66;489404;5.33;5.71;52.57;76.75;43.87;11.76;5.88;14.65143;"SAN FELIPE";92.03;7.97;"422.45";5;.5414724;.8799005
5101;"VALPARAÍSO";86.74;1.06;3.21;22909;2012;1.13e+07;9365155;83.08;1772314;15.72;0;0;560;.01;"42";2.51e+07;2.30e+07;1.85e+07;73.67;2050429;8.18;5.34;57.36;79.62;32.82;13.39;1.57;17.78857;"VALPARAISO";99.83;.17;"670.26";5;.5414724;.8799005
5605;"EL TABO";77.43;1.45;2.54;886;2012;763926;566339;74.14;157265;20.59;16000;2.09;1140;.2;"123";1082774;911862;481347;44.45;170912;15.78;6.12;53.45;77.13;45.35;10.26;15.38;8.04;"EL TABO";94.25;5.75;"119.81";5;.5414724;.8799005
5102;"CASABLANCA";79.76;.46;1.88;2732;2012;406410;274044;67.43;103685;25.51;0;0;884;.32;"25";3202320;2465338;2106411;65.78;736982;23.01;20.18;57.52;80.99;54.1;3.03;12.12;13.8;"CASABLANCA";73.63;26.37;"32.13";5;.5414724;.8799005
5803;"OLMUÉ";83.1;.55;2.38;2136;2012;1370104;1042296;76.07;320442;23.39;0;0;6372;.61;"80";1796058;1575058;1287490;71.68;221000;12.3;7.13;55.89;80.63;44.9;4.55;4.55;12.58571;"OLMUE";74.84;25.16;"70.01";5;.5414724;.8799005
5705;"PUTAENDO";83.51;.49;2.74;1668;2012;886149;742667;83.81;137440;15.51;0;0;1634;.22;"61";1607792;1194174;949141;59.03;413618;25.73;16.11;68.07;87.62;50.98;7.69;7.69;15.44286;"PUTAENDO";44.72;55.28;"11.78";5;.5414724;.8799005
5103;"CONCÓN";76.38;.68;1.76;1571;2012;2007307;1649287;82.16;357909;17.83;0;0;4794;.29;"68";2342177;2041857;897526;38.32;300320;12.82;3.47;62.45;82.72;52.24;14.29;11.43;11.02;"CONCON";97.54;2.46;"831.71";5;.5414724;.8799005
5301;"LOS ANDES";83.22;.45;1.64;5620;2012;2023811;1435326;70.92;488473;24.14;0;0;6320;.44;"38";7601920;6849120;5038754;66.28;752800;9.9;10.02;54.91;77.24;45.04;20.34;5.08;8.091429;"LOS ANDES";87.84;12.16;"61.11";5;.5414724;.8799005
5504;"LA CRUZ";89.4;.88;4.83;1141;2012;968494;741007;76.51;212965;21.99;0;0;8372;1.13;"66";1484062;1121510;623422;42.01;362552;24.43;16.35;70.63;87.79;47.37;11.11;11.11;13.84571;"LA CRUZ";83.69;16.31;"207.73";5;.5414724;.8799005
5303;"RINCONADA";92.9;1.11;0;732;2012;905271;745956;82.4;148386;16.39;0;0;1400;.19;"104";895023;855588;228581;25.54;39435;4.41;.85;78.04;93.97;56.52;7.69;0;11.35714;"RINCONADA";89.37;10.63;"65.83";5;.5414724;.8799005
5403;"PAPUDO";84.96;1.22;9.95;871;2012;469532;380096;80.95;81760;17.41;3576;.76;300;.08;"99";1197741;1032741;540180;45.1;165000;13.78;8.7;57.23;81.71;50;4.35;0;13.50571;"PAPUDO";94.93;5.07;"33.99";5;.5414724;.8799005
5402;"CABILDO";87.4;.6;3.57;3864;2012;425912;305651;71.76;87298;20.5;7056;1.66;532;.17;"61";3834520;3834520;2724094;71.04;0;0;0;60.72;83.7;57.14;9.38;12.5;14.30857;"CABILDO";65.69;34.31;"14.5";5;.5414724;.8799005
5801;"QUILPUÉ";78.69;.65;3.04;8628;2012;6681748;4907903;73.45;1689795;25.29;0;0;986;.02;"55";1.12e+07;9881745;6291127;56.11;1330800;11.87;8.66;59.27;80.44;44.39;15.79;8.42;11.47714;"QUILPUE";99.12;.88;"304.95";5;.5414724;.8799005
5603;"CARTAGENA";78.07;1.8;3.92;2193;2012;2130244;1467287;68.88;376447;17.67;0;0;8500;.58;"135";2315747;2195747;1860520;80.34;120000;5.18;3.23;62.99;85.15;52.94;4.17;1.39;23.04571;"CARTAGENA";92.03;7.97;"104.83";5;.5414724;.8799005
5501;"QUILLOTA";76.51;.42;1.59;8279;2012;5107890;3600674;70.49;1118991;21.91;137907;2.7;5614;.16;"62";7576356;6670464;6158488;81.29;905892;11.96;9.43;61.24;81.72;44.16;10.29;4.41;14.35143;"QUILLOTA";86.94;13.06;"294.05";5;.5414724;.8799005
5503;"HIJUELAS";83.93;1.17;5.22;2091;2012;1395698;989713;70.91;360370;25.82;30914;2.21;7410;.75;"80";2379600;2293600;1885153;79.22;86000;3.61;3.01;71.42;90.91;53.57;13.33;10;10.17714;"HIJUELAS";46.95;53.05;"71.66";5;.5414724;.8799005
5304;"SAN ESTEBAN";85.72;1.58;7.74;1835;2012;938735;727169;77.46;188447;20.07;0;0;372;.05;"66";2494065;2065748;1537883;61.66;428317;17.17;13.41;62.06;84.78;39.53;5.88;0;10.41429;"SAN ESTEBAN";63.62;36.38;"13";5;.5414724;.8799005
5107;"QUINTERO";79.72;1.1;2.12;1879;2012;328127;237538;72.39;82517;25.15;0;0;183;.08;"40";2815802;1834894;1083846;38.49;980908;34.84;22.33;58.59;82.18;43.37;11.11;8.33;16.52;"QUINTERO";82.04;17.96;"176.95";5;.5414724;.8799005
5604;"EL QUISCO";90.9;.75;4.09;1044;2012;915931;767335;83.78;114128;12.46;0;0;433;.06;"92";1406583;1157583;855525;60.82;249000;17.7;6.48;60.2;81.13;36.26;3.03;0;11.31429;"EL QUISCO";93.19;6.81;"310.37";5;.5414724;.8799005
5404;"PETORCA";83.58;.36;1.67;1699;2012;600531;476514;79.35;89267;14.86;0;0;2438;.51;"72";2243401;2211701;1568079;69.9;31700;1.41;1.49;63.53;86.22;59.57;7.14;0;15.58;"PETORCA";71.35;28.65;"6.44";5;.5414724;.8799005
5703;"LLAILLAY";82.47;.45;4.79;2784;2012;99;99;99;99;99;99;99;99;99;"99";3304969;2852307;1668274;50.48;452662;13.7;16.79;72;90.28;43.42;0;6.06;11.62286;"LLAILLAY";70.08;29.92;"67.85";5;.5414724;.8799005
5109;"VIÑA DEL MAR";74.82;.67;2.15;18965;2012;1.76e+07;1.33e+07;75.67;2821050;16.04;0;0;12178;.09;"77";2.17e+07;1.78e+07;9387958;43.26;3932999;18.12;6.45;43.49;69.55;40.27;11.17;3.91;16.12857;"VIÑA DEL MAR";100;0;"2376.79";5;.5414724;.8799005
5405;"ZAPALLAR";76.47;.44;3.37;1190;2012;923291;774684;83.9;138443;14.99;0;0;3269;.42;"131";1780626;1205626;560678;31.49;575000;32.29;5.99;63.74;83.97;33.33;23.53;0;8.534286;"ZAPALLAR";92.43;7.57;"25.46";5;.5414724;.8799005
5704;"PANQUEHUE";69.69;.97;2.95;1501;2012;643247;516650;80.32;102542;15.94;0;0;100;.02;"97";1344443;1196530;866791;64.47;147913;11;10.07;72.09;90;59.52;4;8;10.82571;"PANQUEHUE";39.98;60.02;"62.04";5;.5414724;.8799005
5401;"LA LIGUA";84.79;.3;4.15;4075;2012;949430;600298;63.23;200343;21.1;48414;5.1;898;.15;"82";5331553;4943276;3725420;69.87;388277;7.28;7.6;67.9;88.39;57.83;8.33;4.17;18.04571;"LA LIGUA";77.33;22.67;"33.12";5;.5414724;.8799005
5502;"LA CALERA";85.51;.4;1.34;2663;2012;2571147;2001445;77.84;512200;19.92;3354;.13;3786;.19;"66";3698182;3298182;1775148;48;400000;10.82;7.52;68.16;87.15;46.92;14.75;4.92;17.91714;"CALERA";94.78;5.22;"905.03";5;.5414724;.8799005
5201;"ISLA DE PASCUA";77.03;1.11;4.32;740;2012;99;99;99;99;99;99;99;99;99;"99";1643954;1433954;1116429;67.91;210000;12.77;5.65;61.27;79.51;48.57;0;5.88;9.386666;"ISLA DE PASCUA";85.23;14.77;"31.51";5;.5414724;.8799005
5606;"SANTO DOMINGO";83.93;.17;.91;703;2012;883689;684346;77.44;185144;20.95;0;0;13374;1.95;"124";1865934;1305642;748727;40.13;560292;30.03;7.88;49.55;77.38;28.36;0;26.32;6.68;"SANTO DOMINGO";87.67;12.33;"17.17";5;.5414724;.8799005
5506;"NOGALES";87.89;1.24;1.25;1511;2012;1725567;1272336;73.73;390050;22.6;0;0;0;0;"87";1535693;1532693;1383988;90.12;3000;.2;.1;55.35;78.71;46.15;20;6.67;17.35143;"NOGALES";90.73;9.27;"65.15";5;.5414724;.8799005
6117;"SAN VICENTE";93.56;.56;3.22;7591;2006;247384;202242;81.75;43300;17.5;1842;.74;205;.1;"23";3654744;3468889;3281844;89.8;185855;5.09;7.74;58.84667;82.23167;40.148;16.366;5.374;11.62857;"SAN VICENTE";58.48;41.52;"93.38";6;.5267097;.6384957
6204;"MARCHIHUE";91.25;.51;6.16;1395;2006;52412;43065;82.17;9347;17.83;0;0;0;0;"Costo Fijo";923149;799027;721250;78.13;124122;13.45;14.16;52.515;80.72166;44.286;9.538;4.666;9.394286;"MARCHIHUE";37.19;62.81;"11.26";6;.5267097;.6384957
6308;"PLACILLA";92.45;.42;10.94;1325;2006;273267;201903;72.78;62225;22.43;13279;4.79;0;0;"43";705881;549877;495097;70.14;156004;22.1;19.94;54.175;80.54833;50.77;15.268;4.538;13.32571;"PLACILLA";23.27;76.73;"57.29";6;.5267097;.6384957
6113;"PICHIDEGUA";90.79;1;6.83;3051;2006;282613;216726;76.69;65606;23.21;281;.1;223;.1;"27";1370222;1193895;1114393;81.33;176327;12.87;10.75;47.78333;74.94334;50.49;3.9275;12.945;15.10571;"PICHIDEGUA";30.41;69.59;"58.68";6;.5267097;.6384957
6102;"CODEGUA";92.39;.77;4.18;1773;2006;353274;283090;80.13;70184;19.87;0;0;0;0;"36";1013700;824700;746057;73.6;189000;18.64;16.56;65.91833;86.08;51.762;3.228;20.656;10.64571;"CODEGUA";50.8;49.2;"41.45";6;.5267097;.6384957
6301;"SAN FERNANDO";93.83;.73;3.67;10465;2006;1413212;988899;69.98;381020;26.96;43293;3.06;27;0;"25";6409563;5344888;4017913;62.69;1064675;16.61;25.73;53.25834;76.8;45.822;29.684;9.19;10.38;"SAN FERNANDO";79.32;20.68;"28.45";6;.5267097;.6384957
6306;"PALMILLA";94.75;1.09;4.55;1715;2006;338912;270257;79.74;68154;20.11;501;.15;165;.06;"35";1035183;843128;682156;65.9;192055;18.55;17.75;57.19167;82.60333;40.896;5.568;7.674;11.03429;"PALMILLA";23.7;76.3;"48.87";6;.5267097;.6384957
6112;"PEUMO";90.75;.85;6.73;2260;2006;384161;253701;66.04;130163;33.88;297;.08;176;.07;"Costo Fijo";1363161;1188161;1104522;81.03;175000;12.84;17.93;65.91;86.69833;59.004;8.21;18.018;9.557143;"PEUMO";48.58;51.42;"97.43";6;.5267097;.6384957
6104;"COLTAUCO";91.44;1.02;7.04;3062;2006;507236;387500;76.39;116082;22.89;3654;.72;2158;.56;"31";1541829;1388467;1252027;81.2;153362;9.95;10.93;57.04;81.17667;57.77667;13.90333;11.06667;11.52571;"COLTAUCO";65.66;34.34;"76.19";6;.5267097;.6384957
6108;"MACHALÍ";88.37;1.65;2.37;3173;2006;681230;548055;80.45;130851;19.21;2324;.34;1369;.25;"34";1493134;1252544;1110865;74.4;240590;16.11;10.35;71.05;87.30666;52.022;17.308;6.592;23.06571;"MACHALI";93.94;6.06;"12.61";6;.5267097;.6384957
6109;"MALLOA";90.12;.72;12.63;1923;2006;306822;211237;68.85;95247;31.04;338;.11;704;.33;"25";883633;754376;671034;75.94;129257;14.63;11.79;57.6;79.95167;48.72;11.686;6.328;10.89714;"MALLOA";37.58;62.42;"119.88";6;.5267097;.6384957
6103;"COINCO";91.76;1.52;7.34;1335;2006;99;99;99;99;99;99;99;99;99;"99";572964;539964;510817;89.15;33000;5.76;4.07;65.27;85.85167;55.778;5.882;25.346;9.914286;"COINCO";70.25;29.75;"69.85";6;.5267097;.6384957
6115;"RENGO";90.8;1;4.17;10566;2006;447130;305416;68.31;78266;17.5;63448;14.19;1069;.35;"27";4569679;4371324;3805223;83.27;198355;4.34;6.61;55.51833;79.43833;47.85;10.9;7.562;11.68571;"RENGO";72.76;27.24;"96.09";6;.5267097;.6384957
6114;"QUINTA DE TILCOCO";91.57;1.54;.56;1909;2006;397013;277943;70.01;118420;29.83;650;.16;55;.02;"36";928838;823938;750619;80.81;104900;11.29;12.26;62.77667;85.55334;51.074;6.896;4.156;9.014286;"QUINTA DE TILCOCO";46.12;53.88;"127.58";6;.5267097;.6384957
6201;"PICHILEMU";91.67;.84;.84;2112;2006;117194;89794;76.62;26394;22.52;1006;.86;80;.09;"30";1427647;1165076;1104316;77.35;262571;18.39;14.82;65.755;85.90833;44.065;7.9;12.795;19.09429;"PICHILEMU";78.1;21.9;"18.54";6;.5267097;.6384957
6309;"PUMANQUE";95.42;.25;0;459;2006;118011;72277;61.25;38957;33.01;6777;5.74;0;0;"Costo Fijo";340476;265056;245932;72.23;75420;22.15;14.23;46.005;73.705;51.942;21.858;0;11.57714;"PUMANQUE";0;100;"7.45";6;.5267097;.6384957
6106;"GRANEROS";93.14;.69;1.88;3803;2006;99;99;99;99;99;99;99;99;99;"99";1732183;1671814;1373789;79.31;60369;3.49;3.51;57.29;78.49333;47.5375;14.9075;12.4225;15.09143;"GRANEROS";88.3;11.7;"255.6";6;.5267097;.6384957
6105;"DOÑIHUE";92.88;.64;7.35;3034;2006;501912;408574;81.4;90838;18.1;2500;.5;1761;.43;"31";1334815;1284815;1199026;89.83;50000;3.75;3.49;61.94333;83.30334;50.448;14.416;12.168;13.58;"DOÑIHUE";94.65;5.35;"241.51";6;.5267097;.6384957
6206;"PAREDONES";93.8;.55;5.52;1226;2006;243180;191700;78.83;51480;21.17;0;0;120;.06;"41";803140;683188;683178;85.06;119952;14.94;14.34;64.68833;87.365;63.495;16.97;12.9025;19.34286;"PAREDONES";30.65;69.35;"12.15";6;.5267097;.6384957
6302;"CHÉPICA";96.77;.47;3.57;2597;2006;418673;285904;68.29;114089;27.25;18680;4.46;30;.01;"36";1707327;1468088;1350292;79.09;239239;14.01;19.68;55.06667;81.87;54.04;17.255;7.285;14.85429;"CHEPICA";45.85;54.15;"27.71";6;.5267097;.6384957
6111;"OLIVAR";89.55;.92;0;1531;2006;443085;291401;65.77;148078;33.42;3606;.81;133;.05;"46";675525;565525;527162;78.04;110000;16.28;4.85;58.76333;81.82333;50.036;0;9.802;11.49143;"OLIVAR";54.08;45.92;"300.22";6;.5267097;.6384957
6116;"REQUINOA";92.45;.63;3.95;3404;2006;659067;548337;83.2;102374;15.53;8356;1.27;634;.12;"33";1553753;1457043;1345233;86.58;96710;6.22;6.25;56.82667;81.26167;56.90667;9.09;9.09;9.465714;"REQUINOA";47.02;52.98;"36.42";6;.5267097;.6384957
6202;"LA ESTRELLA";91.22;0;0;353;2006;115530;81809;70.81;33721;29.19;0;0;418;.51;"Costo Fijo";326751;223373;203660;62.33;103378;31.64;14.56;60.31;84.03333;47.644;15.108;2.584;13.92286;"LA ESTRELLA";48.91;51.09;"10.45";6;.5267097;.6384957
6101;"RANCAGUA";92.44;.93;1.92;26782;2006;4752332;3190424;67.13;1490612;31.37;71296;1.5;13406;.42;"31";1.15e+07;1.15e+07;9237728;80.51;0;0;0;52.90833;73.71167;40.194;18.784;5.044;8.671429;"RANCAGUA";96.46;3.54;"901.87";6;.5267097;.6384957
6110;"MOSTAZAL";91.99;.49;3.51;3308;2006;713466;525740;73.69;187726;26.31;0;0;0;0;"35";1492161;1337402;1261625;84.55;154759;10.37;10.1;52.30167;75.61333;49.70333;19.81;9.9;13.01143;"MOSTAZAL";81.64;18.36;"46.82";6;.5267097;.6384957
6304;"LOLOL";91.39;.62;2;1266;2006;89910;43966;48.9;42025;46.74;3919;4.36;0;0;"16";824191;750047;705755;85.63;74144;9;9.56;49.90667;77.445;51.586;10.54;0;15.85143;"LOLOL";31.04;68.96;"10.84";6;.5267097;.6384957
6307;"PERALILLO";94.27;.08;4.75;1938;2006;375056;270879;72.22;104177;27.78;0;0;2;0;"32";932108;853816;815192;87.46;78292;8.4;7.27;58.06333;81.14833;54.634;7.362;6.186;18.08286;"PERALILLO";56.52;43.48;"36.31";6;.5267097;.6384957
6205;"NAVIDAD";90.4;.9;3.9;1000;2006;203016;142387;70.14;60629;29.86;0;0;0;0;"41";952893;696401;620968;65.17;256492;26.92;21.95;58.835;82.995;46.448;6.918;17.75;13.91714;"NAVIDAD";11.21;88.79;"18.21";6;.5267097;.6384957
6203;"LITUECHE";90.26;1.41;6.39;1273;2006;45776;22844;49.9;22932;50.1;0;0;0;0;"Costo Fijo";833116;689616;643942;77.29;143500;17.22;14.64;61.06833;86.71833;49.2;6.316;3.76;19.12857;"LITUECHE";46.53;53.47;"9.1";6;.5267097;.6384957
6310;"SANTA CRUZ";90.86;.67;2.16;6304;2006;586986;493013;83.99;88518;15.08;5455;.93;57;.01;"21";3304612;2880942;2687433;81.32;423670;12.82;18.61;63.88833;84.73167;40.946;12.426;8.368;12.37714;"SANTA CRUZ";53.41;46.59;"83.66";6;.5267097;.6384957
6303;"CHIMBARONGO";92.59;1.07;2.7;5250;2006;291024;154515;53.09;134378;46.17;2131;.73;918;.59;"23";2666272;2266272;2054235;77.05;400000;15;21.77;56.91833;83.21833;46.535;23.735;9.3975;18.26;"CHIMBARONGO";55.49;44.51;"68.32";6;.5267097;.6384957
6107;"LAS CABRAS";91.15;1.37;5.35;3197;2006;623658;496233;79.57;125406;20.11;2019;.32;178;.04;"36";1566292;1438259;1307026;83.45;128033;8.17;5.97;62.82167;86.08;54.584;11.318;6.194;9.797143;"LAS CABRAS";29.33;70.67;"29.74";6;.5267097;.6384957
6305;"NANCAGUA";94.22;.47;5.96;2370;2006;202353;162691;80.4;39662;19.6;0;0;370;.23;"39";1238009;1168959;1050623;84.86;69050;5.58;4.19;59.17667;82.23666;42.494;22.352;7.352;15.37714;"NANCAGUA";53.56;46.44;"150.71";6;.5267097;.6384957
6115;"RENGO";90.12;.7;3.56;10465;2007;543551;330996;60.9;92255;16.97;120300;22.13;960;.29;"14";5830713;5633626;4331240;74.28;197087;3.38;6.22;50.6;74.78;47.85;10.9;7.562;11.68571;"RENGO";72.79;27.21;"97.46";6;.4930418;.6856856
6117;"SAN VICENTE";93.98;.55;4.37;7205;2007;276249;229719;83.16;46412;16.8;118;.04;4;0;"26";3932877;3706564;3484654;88.6;226313;5.75;8.23;66.73;87.35;40.148;16.366;5.374;11.62857;"SAN VICENTE";59.5;40.5;"94.52";6;.4930418;.6856856
6309;"PUMANQUE";95.9;0;0;439;2007;135035;84773;62.78;43343;32.1;6919;5.12;0;0;"Costo Fijo";387383;292928;253639;65.47;94455;24.38;15.38;38;60.67;51.942;21.858;0;11.57714;"PUMANQUE";0;100;"7.39";6;.4930418;.6856856
6302;"CHÉPICA";96.16;.84;4.63;2601;2007;398906;316288;79.29;81816;20.51;802;.2;25;.01;"35";1850741;1626165;1478018;79.86;224576;12.13;18.71;53.67;79.03;54.04;17.255;7.285;14.85429;"CHEPICA";45.18;54.82;"27.64";6;.4930418;.6856856
6205;"NAVIDAD";91.15;.16;2.7;1017;2007;238696;180665;75.69;58031;24.31;0;0;0;0;"47";1044019;760613;613047;58.72;283406;27.15;23.2;58.12;83.44;46.448;6.918;17.75;13.91714;"NAVIDAD";10.97;89.03;"18.17";6;.4930418;.6856856
6110;"MOSTAZAL";92.3;.64;3.38;3271;2007;808429;558729;69.11;247513;30.62;2187;.27;0;0;"42";1723460;1559460;1258439;73.02;164000;9.52;8.34;49.64;72.02;49.70333;19.81;9.9;13.01143;"MOSTAZAL";81.49;18.51;"47.65";6;.4930418;.6856856
6113;"PICHIDEGUA";91.2;.69;9.89;2977;2007;295903;234793;79.35;60908;20.58;202;.07;309;.13;"29";1496232;1331324;1194173;79.81;164908;11.02;9.22;45.61;71.97;50.49;3.9275;12.945;15.10571;"PICHIDEGUA";30.75;69.25;"58.97";6;.4930418;.6856856
6109;"MALLOA";90.95;1.13;8.37;1801;2007;357496;266897;74.66;90169;25.22;430;.12;1440;.54;"29";1167705;990605;804832;68.92;177100;15.17;12.26;59.55;80.6;48.72;11.686;6.328;10.89714;"MALLOA";37.53;62.47;"120.32";6;.4930418;.6856856
6106;"GRANEROS";92.54;1.52;3.88;3863;2007;99;99;99;99;99;99;99;99;99;"99";2083897;2025974;1641222;78.76;57923;2.78;2.99;47.22;71.5;47.5375;14.9075;12.4225;15.09143;"GRANEROS";88.5;11.5;"258.9";6;.4930418;.6856856
6112;"PEUMO";90.22;.66;5.73;2167;2007;143810;91857;63.87;29998;20.86;21955;15.27;265;.29;"Costo Fijo";1344581;1121241;993318;73.88;223340;16.61;19.64;61.68;84.84;59.004;8.21;18.018;9.557143;"PEUMO";47.25;52.75;"98.06";6;.4930418;.6856856
6204;"MARCHIHUE";90.97;.78;6.67;1284;2007;54728;45348;82.86;9380;17.14;0;0;0;0;"Costo Fijo";891892;763035;699990;78.48;128857;14.45;12.19;48.21;78.18;44.286;9.538;4.666;9.394286;"MARCHIHUE";38.28;61.72;"11.37";6;.4930418;.6856856
6305;"NANCAGUA";94.05;.66;2.35;2285;2007;226932;188724;83.16;38208;16.84;0;0;0;0;"34";1421586;1346706;1186192;83.44;74880;5.27;4.01;63.26;83.11;42.494;22.352;7.352;15.37714;"NANCAGUA";52.13;47.87;"151.72";6;.4930418;.6856856
6107;"LAS CABRAS";91.15;.98;4.93;3188;2007;700284;542280;77.44;158004;22.56;0;0;40;.01;"37";1714034;1556770;1375472;80.25;157264;9.18;7.2;60.65;83.89;54.584;11.318;6.194;9.797143;"LAS CABRAS";27.68;72.32;"30.08";6;.4930418;.6856856
6101;"RANCAGUA";93.01;.93;2.31;26046;2007;6261826;3504510;55.97;2666255;42.58;91061;1.45;7248;.21;"37";1.29e+07;1.29e+07;9568675;74.15;0;0;0;56.5;75.49;40.194;18.784;5.044;8.671429;"RANCAGUA";96.32;3.68;"912.21";6;.4930418;.6856856
